Ad Index,Advertiser,Ad Text,Ad Link,Page ID,Active Time,Error,Raw HTML
136,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
137,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
138,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
139,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
145,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
146,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
147,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
148,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
149,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
150,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
151,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
157,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
158,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
159,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
160,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
161,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
162,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
163,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
169,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
170,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
171,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
172,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
173,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
174,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
175,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
181,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
182,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
183,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
184,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
185,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
186,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
187,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
193,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
194,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
195,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
196,61574776517250,...,https://www.facebook.com/61574776517250/,61574776517250,Unknown,Incomplete data,N/A
197,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
198,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
199,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
208,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
209,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
210,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
211,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
212,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
213,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
214,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
220,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
221,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
222,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
223,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
224,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
225,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
226,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
232,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
233,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
234,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
235,61555427913037,...,https://www.facebook.com/61555427913037/,61555427913037,Unknown,Incomplete data,N/A
236,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
237,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
238,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
244,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
245,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
246,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
247,61558228850235,...,https://www.facebook.com/61558228850235/,61558228850235,Unknown,Incomplete data,N/A
248,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
249,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
250,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
